district,mandal,village,lat,long,date,value
NIZAMABAD,Velpoor,Pachal Narkuda,78.3718,,01-02-2021,
NIZAMABAD,Velpoor,Ramannapet,78.4382,,01-02-2021,
NIZAMABAD,Yedapally,Thanakalan,78.007,,01-02-2021,
NIZAMABAD,Yeragatla,Gumriyal,78.5152,,01-02-2021,
PEDDAPALLY,Antergaon,Goliwada,18.833305,79.420027,01-02-2021,7.45
PEDDAPALLY,Dharmaram,Dharmaram,18.7453,79.187199,01-02-2021,6.28
PEDDAPALLY,Dharmaram,Khilavanparthy,18.703666,79.27625,01-02-2021,3.68
PEDDAPALLY,Eligedu,Eligedu,18.552157,79.260942,01-02-2021,4.09
PEDDAPALLY,Julapalli,Julapalli,18.620499,79.2492,01-02-2021,4
PEDDAPALLY,Kamanpur,Rompikunta,18.669583,79.480861,01-02-2021,2.19
PEDDAPALLY,Manthani,Eglaspur,18.646138,79.690944,01-02-2021,20.75
PEDDAPALLY,Manthani,Gunjapadugu,18.686694,79.604833,01-02-2021,14.08
PEDDAPALLY,Manthani,Khansaipet,18.665719,79.731276,01-02-2021,5.49
PEDDAPALLY,Manthani,Manthani ,18.65,79.666666,01-02-2021,12.1
PEDDAPALLY,Manthani,Venkatapur,18.654638,79.801555,01-02-2021,11.21
PEDDAPALLY,Mutharam (Man),Khammampally,18.557083,79.699611,01-02-2021,8.72
PEDDAPALLY,Odella,Odella,18.4528,79.46,01-02-2021,4.7
PEDDAPALLY,Peddapalli,Peddapalli,18.6017,79.389999,01-02-2021,5.89
PEDDAPALLY,Ramagundam,Palakurthy,18.61652778,79.38755556,01-02-2021,4.88
PEDDAPALLY,Ramagundam,Ramagundam,18.759388,79.506611,01-02-2021,1.21
PEDDAPALLY,Srirampuram,Srirampuram,18.484581,79.526019,01-02-2021,7.7
RANGAREDDY,Chevella,Alur,17.323999,78.064,01-02-2021,8.1
RANGAREDDY,Amangal,Amangal,16.844199,78.5425,01-02-2021,4.7
RANGAREDDY,Shabad,Antharam,17.471,78.326,01-02-2021,7.36
RANGAREDDY,Balapur,Balapur (Leninnagar),17.3213,78.518,01-02-2021,6.23
RANGAREDDY,Abdullapurmet,Batasingaram,17.301,78.7246,01-02-2021,2.18
RANGAREDDY,Kondurgu,Bhairampally,17.119399,78.075,01-02-2021,5.58
RANGAREDDY,Manchal,Bodakonda,17.061999,78.768999,01-02-2021,3.44
RANGAREDDY,Chevella,Dharmasagar,17.336,78.154,01-02-2021,13.28
RANGAREDDY,Ibrahimpatnam,Elimenadu,17.149,78.599,01-02-2021,7.75
RANGAREDDY,Serilingampally,Gachibowli,17.43,78.367999,01-02-2021,
RANGAREDDY,Madgula,Irvin,16.779781,78.715601,01-02-2021,4.34
RANGAREDDY,Kadthal,Kadthal,16.975,78.5022,01-02-2021,11.55
RANGAREDDY,Kandukur,Kandukur,17.079999,78.48,01-02-2021,4.03
RANGAREDDY,Kadthal,Karkalpad,16.9291,78.5275,01-02-2021,5.08
RANGAREDDY,Keshampet,Keshampet,16.943945,78.329383,01-02-2021,8.09
RANGAREDDY,Moinabad,Kethereddipally,17.276,78.222999,01-02-2021,11.47
RANGAREDDY,Ibrahimpatnam,Kongarkalan,17.203999,78.544999,01-02-2021,5.2
RANGAREDDY,Kothur,Kothur,17.1587,78.287899,01-02-2021,4.7
RANGAREDDY,Madgula,Kulkulpally,16.906166,78.725869,01-02-2021,14.55
RANGAREDDY,Abdullapurmet,Kuntloor,17.3403,78.6266,01-02-2021,2.84
RANGAREDDY,Madgula,Madgula,16.843335,78.687875,01-02-2021,8.24
RANGAREDDY,Maheswaram,Maheswaram,17.135,78.439,01-02-2021,10.54
RANGAREDDY,Shamshabad,Malkaram,17.256,78.282,01-02-2021,13.62
RANGAREDDY,Manchal,Manchal,17.16,78.738999,01-02-2021,4.34
RANGAREDDY,Ibrahimpatnam,Mangalpally,17.22,78.598,01-02-2021,5.28
RANGAREDDY,Moinabad,Moinabad,17.33,78.289999,01-02-2021,3.51
RANGAREDDY,Balapur,Nadhargull,17.2728,78.5401,01-02-2021,4.92
RANGAREDDY,Shamshabad,Ootlapally,17.249999,78.367999,01-02-2021,7.64
RANGAREDDY,Shamshabad,Palmokole,17.203999,78.300999,01-02-2021,5.65
RANGAREDDY,Maheswaram,Pondiyala,17.12522,78.381701,01-02-2021,5.27
RANGAREDDY,Rajender Nagar,Rajender Nagar,17.315999,78.405,01-02-2021,8.71
RANGAREDDY,Farooqnagar,Shadnagar,17.0714,78.2052,01-02-2021,17.43
RANGAREDDY,Shahbad,Shahbad,17.201999,78.103999,01-02-2021,15.3
RANGAREDDY,Shankarpalli,Shankarpalli,17.452999,78.131,01-02-2021,15.96
RANGAREDDY,Kothur,Siddapur,17.0514,78.351399,01-02-2021,8.1
RANGAREDDY,Talakondapalli,Talakondapalli,16.889999,78.413,01-02-2021,12.47
RANGAREDDY,Kothur,Teegapur,17.163899,78.2722,01-02-2021,8
RANGAREDDY,Yacharam,Tumotoniguda (Mall),16.992,78.701,01-02-2021,4.28
RANGAREDDY,Chouderigudem,Vanampalli,17.1195,78.0086,01-02-2021,6.6
RANGAREDDY,Yacharam,Yacharam,17.05,78.67,01-02-2021,5.81
RANGAREDDY,Shankarpalli,Yeravaguda,17.408999,78.127,01-02-2021,4.25
RANGAREDDY,ABDULLAPURMET,ABDULLAPURMET,,,01-02-2021,
RANGAREDDY,ABDULLAPURMET,TURKAYAMJAL,,,01-02-2021,
RANGAREDDY,CHEVELLA,KANDAWADA,,,01-02-2021,
RANGAREDDY,CHOUDERIGUDEM,THUMMALAPALLY,,,01-02-2021,
RANGAREDDY,CHOUDERIGUDEM,VEERANNAPET,,,01-02-2021,
RANGAREDDY,FAROOQNAGAR,BURGULA,,,01-02-2021,
RANGAREDDY,FAROOQNAGAR,CHINCHODE,,,01-02-2021,
RANGAREDDY,GANDIPET,NARSINGI,,,01-02-2021,
RANGAREDDY,IBRAHIMPATNAM,DANDU MAILARAM,,,01-02-2021,
RANGAREDDY,IBRAHIMPATNAM,IBRAHIMPATNAM,,,01-02-2021,
RANGAREDDY,KADTHAL,MUDVIN,,,01-02-2021,
RANGAREDDY,KANDUKUR,MEERKHANPET,,,01-02-2021,
RANGAREDDY,KANDUKUR,RACHALUR,,,01-02-2021,
RANGAREDDY,KESHAMPET,IPPALAPALLY,,,01-02-2021,
RANGAREDDY,KONDURGU,KONDURGU,,,01-02-2021,
RANGAREDDY,KOTHUR,INMULNARVA,,,01-02-2021,
RANGAREDDY,KOTHUR,KOTHUR,,,01-02-2021,
RANGAREDDY,KOTHUR,PENJERLA,,,01-02-2021,
RANGAREDDY,MAHESHWARAM,AMEERPET,,,01-02-2021,
RANGAREDDY,MAHESHWARAM,MANKAL,,,01-02-2021,
RANGAREDDY,MOINABAD ,HIMAYATHSAGAR,,,01-02-2021,
RANGAREDDY,SERILINGAMPALLY,GOPANPALLY,,,01-02-2021,
RANGAREDDY,SHAHBAD ,CHANDANVELLY,,,01-02-2021,
RANGAREDDY,SHAMSHABAD,PEDDA SHAPOOR,,,01-02-2021,
RANGAREDDY,SHANKERPALLY,MOKILA,,,01-02-2021,
RANGAREDDY,YACHARAM ,NANDIWANAPARTHI,,,01-02-2021,
SANGAREDDY,Ameenpur,Kistareddypet,17.324946,78.172213,01-02-2021,4.56
SANGAREDDY,Andole,Jogipet,17.835805,78.072972,01-02-2021,16.65
SANGAREDDY,Gummadiddla,Annaram,17.629631,78.376086,01-02-2021,17.64
SANGAREDDY,Gummadiddla,Gummadiddla,17.41055,78.220442,01-02-2021,15.14
SANGAREDDY,Hathnoora,Borapatla,17.304717,78.103869,01-02-2021,16.57
SANGAREDDY,Hathnoora,Nasthipur,17.4244,78.130672,01-02-2021,21.64
SANGAREDDY,Jarasangam,Jarasangam,17.761111,77.713888,01-02-2021,8.37
SANGAREDDY,Jinnaram,Ootla,17.375878,78.191979,01-02-2021,10.12
SANGAREDDY,Kalher,Bachapally,18.081896,77.520472,01-02-2021,10.67
SANGAREDDY,Kalher,Masanpalli,18.172314,77.875417,01-02-2021,4.8
SANGAREDDY,Kalher,Meerkhanpally,16.082961,77.513977,01-02-2021,5.43
SANGAREDDY,Kandi,Byathole,17.363981,88.112123,01-02-2021,11.41
SANGAREDDY,Kandi,Cherlagudem,17.31153,78.0524,01-02-2021,7.78
SANGAREDDY,Kangti,Kangti,18.222499,77.615555,01-02-2021,6.39
SANGAREDDY,Koheer,Kothur (D),17.605555,77.720833,01-02-2021,13.81
SANGAREDDY,Kondapur,Kondapur,17.550843,78.011197,01-02-2021,27.4
SANGAREDDY,Manoor,Manoor,17.979166,77.736111,01-02-2021,6.99
SANGAREDDY,Mogudampally,Mogudampally,17.613891,77.505361,01-02-2021,6.94
SANGAREDDY,Munipally,Budera,17.6289,77.8408,01-02-2021,3.6
SANGAREDDY,Nagalgidda,Pusalpad,17.5845,77.441,01-02-2021,7.2
SANGAREDDY,Narayankhed,Abbenda,18.052181,77.714243,01-02-2021,
SANGAREDDY,Narayankhed,Narayanakhed,18.0231,77.46116,01-02-2021,6.12
SANGAREDDY,Nyalkal,Hadnoor - s,17.8033,77.626099,01-02-2021,13.56
SANGAREDDY,Patancheru ,Isnapur,17.563079,78.198536,01-02-2021,12.55
SANGAREDDY,Patancheru ,Patancheruvu,17.525833,78.270166,01-02-2021,13.18
SANGAREDDY,Pulkal,Kodur,17.444246,77.590221,01-02-2021,16.37
SANGAREDDY,Pulkal,Muddaipet,17.452277,77.582361,01-02-2021,6.21
SANGAREDDY,Pulkal,Pulkal,17.719063,77.986731,01-02-2021,7.23
SANGAREDDY,R.C.Puram,R.C.Puram,17.509099,78.3003,01-02-2021,18.39
SANGAREDDY,Raikode,Chimnapur,17.51432,77.43304,01-02-2021,10.32
SANGAREDDY,Sadasivpet,Sadasivpet,17.37103,77.57244,01-02-2021,12.63
SANGAREDDY,Sangareddy,Sangareddy,17.597199,78.0782,01-02-2021,30.2
SANGAREDDY,Sirgapoor,Wasar,18.08037,77.39595,01-02-2021,11.04
SANGAREDDY,Vatpally,Vatpally,17.54308,77.52368,01-02-2021,5.21
SANGAREDDY,Zaheerabad,Ranzole-I,17.675599,77.6561,01-02-2021,16.16
SIDDIPET,Akkannapet,Jangaon,,,01-02-2021,6.78
SIDDIPET,Bejjanki,Dacharam,18.251222,79.056861,01-02-2021,2.33
SIDDIPET,Bejjanki,Guggilla,18.200666,79.060611,01-02-2021,8.96
SIDDIPET,Bejjanki,Mylaram,,,01-02-2021,7.13
SIDDIPET,Bejjanki,Vodlur Begampet,18.321326,79.042599,01-02-2021,4.54
SIDDIPET,Cherila,Cherila,,,01-02-2021,3.51
SIDDIPET,Cherila,Gurijakunta,17.9561,78.965,01-02-2021,4.83
SIDDIPET,Cherila,Nagapuri,,,01-02-2021,7.33
SIDDIPET,Cherila,Veerannapet,,,01-02-2021,4.3
SIDDIPET,Chinnakodur,Allipur,18.237699,78.9237,01-02-2021,10.49
SIDDIPET,Chinnakodur,Ananthasagar,18.1846,79.002099,01-02-2021,10.33
SIDDIPET,Chinnakodur,Machapur,,,01-02-2021,
SIDDIPET,Chinnakodur,Peddakodur,18.1488,78.8894,01-02-2021,7.73
SIDDIPET,Doulthabad ,Mubaraspur,,,01-02-2021,17.71
SIDDIPET,Dubbak,Chittapur,18.1308,78.6203,01-02-2021,15.55
SIDDIPET,Dubbak,Dubbak,,,01-02-2021,
SIDDIPET,Dubbak,Gambeerpur,18.2285,78.608099,01-02-2021,21.96
SIDDIPET,Dubbak,Peddacheekode,18.2143,78.6304,01-02-2021,10.55
SIDDIPET,Dubbak,Pothireddypet,,,01-02-2021,12.94
SIDDIPET,Gajwel,Gajwel,17.8447,78.6847,01-02-2021,13.59
SIDDIPET,Husnabad,Husnabad,18.129166,79.204166,01-02-2021,4.59
SIDDIPET,Jagdevpur,Munigadapa,17.8133,78.824199,01-02-2021,9.61
SIDDIPET,Jagdevpur,Chatlapally,17.8506,78.8582,01-02-2021,7.26
SIDDIPET,Jagdevpur,Dharmaram,17.715499,78.8135,01-02-2021,10.27
SIDDIPET,Jagdevpur,Itkal,17.763,78.774699,01-02-2021,
SIDDIPET,Jagdevpur,Kondapur,17.786099,78.849099,01-02-2021,8.29
SIDDIPET,Jagdevpur,T.Narsapur,17.857299,78.863199,01-02-2021,3.12
SIDDIPET,Koheda,Koheda,18.1686,79.0936,01-02-2021,3.88
SIDDIPET,Koheda,Varikolu,18.255361,79.109805,01-02-2021,4.31
SIDDIPET,Komaravelli,Komaravelli,,,01-02-2021,3.91
SIDDIPET,Komaravelli,Ainapur,,,01-02-2021,5.13
SIDDIPET,Komaravelli,Gouraipally,17.880712,78.851505,01-02-2021,4.21
SIDDIPET,Komaravelli,Komuravelli,17.9277,78.895499,01-02-2021,
SIDDIPET,Kondapak,Ankireddypally,,,01-02-2021,3.11
SIDDIPET,Kondapak,Sir singandla,,,01-02-2021,6.37
SIDDIPET,Madoor,Bekkal,17.988387,79.10353,01-02-2021,3.21
SIDDIPET,Madoor,Madoor,17.9307,79.0503,01-02-2021,11.65
SIDDIPET,Madoor,Salakpur,,,01-02-2021,5.73
SIDDIPET,Markood,Markood,,,01-02-2021,10.04
SIDDIPET,Mirdoddi,Bhoompalli,18.1208,78.597199,01-02-2021,7.62
SIDDIPET,Mirdoddi,Jangapally,,,01-02-2021,14.74
SIDDIPET,Mulugu,Mulugu,17.721399,78.6333,01-02-2021,39.04
SIDDIPET,Mulugu,Adivimajid,17.7059,78.6755,01-02-2021,16.54
SIDDIPET,Mulugu,Zaptisingaipally,,,01-02-2021,5.73
SIDDIPET,Nanganur,Katha,18.017861,79.070666,01-02-2021,3.41
SIDDIPET,Nanganur,Kodarajpally,18.03879,79.092646,01-02-2021,9.66
SIDDIPET,Nanganur,Rampur,18.088799,78.992499,01-02-2021,8.18
SIDDIPET,Raipole,Raipole,17.925599,78.6181,01-02-2021,12.56
SIDDIPET,Siddipet,Siddipet,18.103299,78.837499,01-02-2021,8.45
SIDDIPET,Siddipet,Ragavapur,,,01-02-2021,16.58
SIDDIPET,Siddipet,Tornal,18.115799,78.751299,01-02-2021,11.43
SIDDIPET,Thoguta,Kuknoorpally,,,01-02-2021,16.48
SIDDIPET,Wargal,Majidpalli,17.823299,78.586599,01-02-2021,1.69
SIRCILLA,Boinpally,Korem,18.5315,78.914599,01-02-2021,3.82
SIRCILLA,Boinpally,Kothapet (NC),18.41936111,78.97238889,01-02-2021,6.2
SIRCILLA,Chandurthy,Chandurthy,18.572416,78.777805,01-02-2021,3.89
SIRCILLA,Gambhiraopet,Gajasingaram,18.38488889,78.57305556,01-02-2021,4.8
SIRCILLA,Gambhiraopet,Kothapally,18.253361,78.581888,01-02-2021,14.23
SIRCILLA,Gambhiraopet,Narmal,18.283725,78.552568,01-02-2021,6.89
SIRCILLA,Illanthakunta,Ananthagiri,18.267336,78.903132,01-02-2021,
SIRCILLA,Illanthakunta,Illanthukunta ,18.311944,78.956388,01-02-2021,12.15
SIRCILLA,Illanthakunta,Kandikatkur,18.373722,78.964305,01-02-2021,3.43
SIRCILLA,Illanthakunta,Repaka,18.264083,78.976055,01-02-2021,4.29
SIRCILLA,Konaraopet,Dharmaram,18.44830556,78.74,01-02-2021,6.71
SIRCILLA,Konaraopet,Kolanur,18.41977778,78.778,01-02-2021,9.93
SIRCILLA,Konaraopet,Kondapur,18.512108,78.698962,01-02-2021,6.77
SIRCILLA,Konaraopet,Mamidipalli,18.499277,78.757555,01-02-2021,9.01
SIRCILLA,Konaraopet,Nizamabad,18.4703,78.7189,01-02-2021,8.6
SIRCILLA,Konaraopet,Suddala,18.46788889,78.79275,01-02-2021,3.47
SIRCILLA,Mustabad,Avunoor,18.350277,78.716996,01-02-2021,14.52
SIRCILLA,Mustabad,Kondapur,18.342888,78.683888,01-02-2021,4.15
SIRCILLA,Sircilla,Sircilla(urban),18.4056,78.8267,01-02-2021,8.99
SIRCILLA,Thangalapally,Rallapet,18.35458333,78.78244444,01-02-2021,7.91
SIRCILLA,Thangalapally,Ramchandrapaur,18.27797222,78.82316667,01-02-2021,0.91
SIRCILLA,Veernapally,Garjanapalle,18.526722,78.610861,01-02-2021,13.66
SIRCILLA,Veernapally,Veernapally,18.465589,78.60137,01-02-2021,10.94
SIRCILLA,Vemulawada,Chekkapalli,18.533099,78.8599,01-02-2021,4.19
SIRCILLA,Vemulawada,Vemulawada(rural),18.486422,78.863888,01-02-2021,10.32
SIRCILLA,Yellareddipet,Racherla Boppaspur,18.377197,78.616814,01-02-2021,13.82
SIRCILLA,Yellareddipet,Rajannapet,18.402899,78.642499,01-02-2021,4.64
SURYAPET,Arvapally,Jajireddigudem,17.329188,79.49963,01-02-2021,5.18
SURYAPET,Arvapally,Kodur,17.316549,79.622842,01-02-2021,8.67
SURYAPET,Arvapally,Nagaram,17.386693,79.496965,01-02-2021,3.34
SURYAPET,Atmakur(s),Aipur,17.275805,79.727555,01-02-2021,7.05
SURYAPET,Chilkur,Bethevole,16.968099,79.812029,01-02-2021,1.89
SURYAPET,Chilkur,Chilkuru,16.952543,79.8861,01-02-2021,0.88
SURYAPET,Chinthalapalem ( mallareddygudem),Dondapadu,16.817943,80.012784,01-02-2021,13.96
SURYAPET,Chinthalapalem ( mallareddygudem),Gudimalkapur,16.796718,79.980992,01-02-2021,13.32
SURYAPET,Chinthalapalem ( mallareddygudem),Mallareddigudem,16.76601,79.984304,01-02-2021,10.65
SURYAPET,Chivemla,B. Chandupatla,17.141752,79.718666,01-02-2021,2.68
SURYAPET,Chivemla,Gumpula Tirumalagiri,17.107692,79.722059,01-02-2021,5.38
SURYAPET,Gardepalli,Gardepalli,,,01-02-2021,
SURYAPET,Kodad,Thogarrai,16.936788,79.931655,01-02-2021,0.45
SURYAPET,Mattampalle,Mattampalli,16.786858,79.854204,01-02-2021,3.58
SURYAPET,Mattampalle,Raghunadhapalem,16.753544,79.885324,01-02-2021,9.39
SURYAPET,Mellacheruvu,Mellacheruvu,16.83738,79.904517,01-02-2021,6.51
SURYAPET,Mothey,Kudali,,,01-02-2021,
SURYAPET,Mothey,Mamillaguda,17.18088,79.848406,01-02-2021,5.04
SURYAPET,Mothey,Urlaguda,17.25145,79.846083,01-02-2021,0.76
SURYAPET,Munagala,Akupamula,17.033053,79.873081,01-02-2021,2.63
SURYAPET,Nadigudem,Vaila Singaram,17.080252,79.933253,01-02-2021,2.75
SURYAPET,Nereducharla,Dirsencherla,16.85282,79.673823,01-02-2021,2.18
SURYAPET,Nuthankal,Dirsenapally,17.360234,79.734976,01-02-2021,5.52
SURYAPET,Nuthankal,Maddirala,,,01-02-2021,
SURYAPET,Nuthankal,Nuthankal,17.333829,79.691828,01-02-2021,3.88
SURYAPET,Palakeedu,Janpahad,16.739271,79.706918,01-02-2021,15.15
SURYAPET,Palakeedu,Palakeedu,16.804402,79.69542,01-02-2021,1.1
SURYAPET,Suryapet,Pillalamarry,17.146308,79.575342,01-02-2021,1.15
SURYAPET,Suryapet,Yerkaram,17.228555,79.575112,01-02-2021,15.19
SURYAPET,Thungathurthi,Annaram,17.381962,79.609174,01-02-2021,2.93
SURYAPET,Thungathurthi,Ravulapally,17.471323,79.628219,01-02-2021,5.75
SURYAPET,Thungathurthi,Thungathurthi,17.398742,79.59122,01-02-2021,2.24
SURYAPET,Tirumalagiri,Mamidala,17.508166,79.542476,01-02-2021,13.37
SURYAPET,ANANTHAGIRI,GONDRIYALA,,,01-02-2021,
SURYAPET,ATHMAKUR(S),ATHMAKUR(S),,,01-02-2021,
SURYAPET,CHIVVEMLA,VATTIKHAMMAMPAHAD,,,01-02-2021,
SURYAPET,GARIDEPALLI,KALMALACHERUVU,,,01-02-2021,
SURYAPET,HUZURNAGAR,HUZURNAGAR,,,01-02-2021,
SURYAPET,KODAD,KAPUGAL,,,01-02-2021,
SURYAPET,MADDIRALA,MUKUNDAPURAM,,,01-02-2021,
SURYAPET,MUNAGALA,MUNAGALA,,,01-02-2021,
SURYAPET,MADDIRALA,REDDYGUDEM,,,01-02-2021,
SURYAPET,MUNAGALA,NELAMARRI,,,01-02-2021,
SURYAPET,MUNAGALA,REPALA,,,01-02-2021,
SURYAPET,NADIGUDEM,NADIGUDEM,,,01-02-2021,
SURYAPET,NAGARAM,ETOOR,,,01-02-2021,
SURYAPET,NEREDUCHERLA,PENCHIKALDINNE,,,01-02-2021,
SURYAPET,PALAKEEDU,ALONGAPURAM,,,01-02-2021,
SURYAPET,PENPAHAD,N.ANNARAM,,,01-02-2021,
SURYAPET,PENPAHAD,PENPAHAD,,,01-02-2021,
SURYAPET,SURYAPET,BALEMLA,,,01-02-2021,
SURYAPET,SURYAPET,SURYAPET,,,01-02-2021,
SURYAPET,THIRUMALAGIRI,THATIPAMULA,,,01-02-2021,
VIKARABAD,Bantwaram,Bantwaram,17.444999,77.696,01-02-2021,6.49
VIKARABAD,Basheerabad,Basheerabad,17.211,77.444,01-02-2021,11.62
VIKARABAD,Bomraspet,Bomraspet,17.164004,77.719418,01-02-2021,9.36
VIKARABAD,Bomraspet,Madnapally,17.219275,77.773446,01-02-2021,7.08
VIKARABAD,Dharoor,Antharam,17.23312,77.48246,01-02-2021,14.3
VIKARABAD,Dharoor,Dharoor,17.303,77.773999,01-02-2021,10.65
VIKARABAD,Doma,Doma,17.5195,77.5141,01-02-2021,14.02
VIKARABAD,Doulathabad,Doulathabad,16.998299,77.5415,01-02-2021,7.36
VIKARABAD,Kodangal,Kodangal,17.0992,77.6011,01-02-2021,12.23
VIKARABAD,Kodangal,Rudraram (D),17.132999,77.511,01-02-2021,10.06
VIKARABAD,Kodangal,Rudraram (S),17.132999,77.511,01-02-2021,7.3
VIKARABAD,Kulkacherla,Kulkacherla,17.016999,77.876,01-02-2021,5.9
VIKARABAD,Kulkacherla,Puttaphad ,17.159,77.49174,01-02-2021,22.04
VIKARABAD,Marpalli,Marpalli,17.528999,77.771,01-02-2021,17.32
VIKARABAD,Marpalli,Narsapur,17.17441,77.34162,01-02-2021,35.33
VIKARABAD,Mominpet,Durgam Cheruvu,17.15199,78.1284,01-02-2021,7.42
VIKARABAD,Mominpet,Mominpet,17.517999,77.890999,01-02-2021,6.54
VIKARABAD,Nawabpet,Nawabpet,17.427777,77.968611,01-02-2021,
VIKARABAD,Nawabpet,Vattinenipally(s),17.437,77.977999,01-02-2021,7.48
VIKARABAD,Parigi,Parigi,17.179999,77.879999,01-02-2021,13.34
VIKARABAD,Peddamul,Kandanelli,17.1344,77.47215,01-02-2021,7.08
VIKARABAD,Peddamul,Peddamul,17.33,77.66,01-02-2021,10.27
VIKARABAD,Peddamul,Thattepalli,17.16,77.384,01-02-2021,7.38
VIKARABAD,Pudur,Chengamala,16.54497,77.59278,01-02-2021,7.12
VIKARABAD,Pudur,Pedda Umintyal,17.227999,77.975,01-02-2021,6.7
VIKARABAD,Pudur,Pudur,17.263999,77.956999,01-02-2021,9.08
VIKARABAD,Tandur,Kota Basupally,17.33,77.499999,01-02-2021,6.45
VIKARABAD,Tandur,Tandur,17.33,77.499999,01-02-2021,5.75
VIKARABAD,Vikarabad ,Maildevarpally,16.57298,77.51423,01-02-2021,36.85
VIKARABAD,Vikarabad ,Vikarabad(S),17.250999,77.590999,01-02-2021,12.11
VIKARABAD,Yalal,Yalal,17.2,77.64,01-02-2021,11.85
VIKARABAD,Yalal,Bagayapalli,17.01158,77.3252,01-02-2021,11.14
VIKARABAD,Yalal,Yenkapally,17.025546,77.384,01-02-2021,0.85
WANAPARTHY,Amarchintha,Singampet,,,01-02-2021,2.4
WANAPARTHY,Atmakuru,Atmakuru,16.336999,77.806,01-02-2021,3.88
WANAPARTHY,Ghanpur,Ghanapur,16.56306,78.046454,01-02-2021,2.61
WANAPARTHY,Ghanpur,Kamaluddinpur,,,01-02-2021,2
WANAPARTHY,Gopalpet,Gopalpet,16.378599,78.1348,01-02-2021,3.32
WANAPARTHY,Gopalpet,Yedutla,,,01-02-2021,2.6
WANAPARTHY,Kothakota,Kanaipally,16.388259,77.960249,01-02-2021,9.1
WANAPARTHY,Kothakota,Madnapur,16.3776,77.872899,01-02-2021,2.3
WANAPARTHY,Pangal,Pangal,16.24721,78.104481,01-02-2021,2.2
WANAPARTHY,Pebbair,Ayyavaripalli,16.1156,78.023599,01-02-2021,1.7
WANAPARTHY,Wanaparthy,Peddagudem,,,01-02-2021,2.64
WANAPARTHY,Peddamandadi,Peddamandadi,16.4306,78.025099,01-02-2021,3
WANAPARTHY,Weepangandla,Sanginonipally,,,01-02-2021,2.2
WARANGAL,Chennaraopet,Chennaraopet,17.5259,79.522,01-02-2021,2.38
WARANGAL,Duggondi,Duggondi,18.019399,79.8077,01-02-2021,3.83
WARANGAL,Geesugonda,Geesgonda,17.962999,79.6991,01-02-2021,3.42
WARANGAL,Geesugonda,Vanchanagiri,17.9475,79.6897,01-02-2021,5
WARANGAL,Khanapur,Khanapur,17.898799,79.93,01-02-2021,4.04
WARANGAL,Nallabelli,Narakkapet,18.007999,79.8875,01-02-2021,3.85
WARANGAL,Narsampet,Narasampet,17.9227,79.887499,01-02-2021,4
WARANGAL,Nekkonda,Ameenpet,17.808099,79.8003,01-02-2021,2.35
WARANGAL,Nekkonda,Nagaram,17.4533,79.531,01-02-2021,2.83
WARANGAL,Parvathagiri,Parvathagiri,17.744466,79.723991,01-02-2021,9.42
WARANGAL,Rayaparthy,Kondur,17.694199,79.547299,01-02-2021,10.15
WARANGAL,Rayaparthy,Rayaparthy,17.7072,79.607699,01-02-2021,5.82
WARANGAL,Sangem,Sangem,17.8844,79.7113,01-02-2021,3.55
WARANGAL,Parvathagiri,Theegarajupally,17.834699,79.7061,01-02-2021,8.8
WARANGAL,Wardhannapet,Wardhannapet,17.773,79.5794,01-02-2021,6.02
WARANGAL,Khila Warangal,Mamnoor,17.90800278,79.59561389,01-02-2021,5.25
WARANGAL,Warangal,Charbowli,17.981899,79.607,01-02-2021,5.61
HANUMAKONDA,Bheemadevarpalli,Gatla Narsingapur,18.0881,79.3274,01-02-2021,4.85
HANUMAKONDA,Bheemadevarpalli,Kothapally,18.09344444,79.45455278,01-02-2021,7.9
HANUMAKONDA,Bheemadevarpalli,Vangara,18.133888,79.344999,01-02-2021,8.55
HANUMAKONDA,Dharmasagar,Dharmapuri,18.006403,79.437694,01-02-2021,4.63
HANUMAKONDA,Dharmasagar,Narayanagiri,17.9905,79.376899,01-02-2021,4.15
HANUMAKONDA,Velair,Velair,18.08066944,79.3907,01-02-2021,4.04
HANUMAKONDA,Elkathurthy,Elkathurthy,18.103269,79.437198,01-02-2021,8.9
HANUMAKONDA,Hanamkonda,Hanumkonda,18.0008,79.5577,01-02-2021,6.92
HANUMAKONDA,Hasanparthy,Seethampet,18.077599,79.515299,01-02-2021,2.75
HANUMAKONDA,Inavole,Panthini,17.84918889,79.61472222,01-02-2021,2.78
HANUMAKONDA,Inavole,Punnelu,17.87007222,79.59561389,01-02-2021,2.97
HANUMAKONDA,Kamalapur,Kamalapur,18.179399,79.524199,01-02-2021,3.16
HANUMAKONDA,Kamalapur,Shanigaram,18.184083,79.597194,01-02-2021,1.45
HANUMAKONDA,Athmakur,Atmakur,18.0686,79.738,01-02-2021,1.9
HANUMAKONDA,Damera,Damera,18.0308,79.381,01-02-2021,2.82
HANUMAKONDA,Nadikuda,Cherlapally,18.233188,79.608064,01-02-2021,7.75
HANUMAKONDA,Nadikuda,Nadikuda,18.192999,79.6416,01-02-2021,1.25
HANUMAKONDA,Nadikuda,Parkal,18.2016,79.6374,01-02-2021,4
WARANGAL,Nellikudur,Annaram shariff,17.4131,79.4117,01-02-2021,5.97
HANUMAKONDA,Shayampet,Pathipaka(Abendent),,,01-02-2021,
YADADRI,Gundala,Ambala,17.494643,79.253042,01-02-2021,5.7
